,名称/规格,规格,批准文号,月售,评分,currentPrice,originalPrice
258,羚锐 阿昔洛韦乳膏 20g,20g,国药准字H20045000,月售1份,,10.5,
259,芙寳 烧伤止痛药膏 40克/支,40克/支,国药准字Z20025436,,,36.9,
260,盘龙云海 排毒养颜胶囊 0.4g*70粒,0.4g*70s,国药准字Z53020685,月售1份,,139,
261,苏迪 依巴斯汀片 10mg*14片/盒,10mg,国药准字H20040119,月售1份,,35,
262,替美 丙酸氟替卡松乳膏 15g（0.05%）,15g,6.93233E+12,,,56,
263,康王 复方酮康唑发用洗剂 50ml/瓶,50mL,国药准字H20000700,月售2份,,35,
264,环渤淼 碘酊 20ml,20mL,国药准字H13024323,,,2.1,
265,可由 喷昔洛韦乳膏 10g:0.1g,10g,国药准字H20000168,月售1份,,11.6,
266,澳夫清 卡泊三醇软膏 10g*1支,10g*1支,国药准字H20120012,,,39,
267,新矫气 复方十一烯酸锌曲安奈德软膏 10g/支,10g/支,国药准字H42022666,,,6.8,
268,西可韦 盐酸西替利嗪片 10mg*12片,10mg*12片,国药准字H19980014,月售12份,评分4.4,11.5,12.2
269,宏仁堂 白癜风胶囊 0.45g*48粒*1瓶,0.45g*48粒*1瓶,国药准字Z12020225,,,19.8,
270,新适确得 卤米松/三氯生乳膏 10g,10g,国药准字H20150604,,,36,
271,仁和 红霉素软膏 15g,15g,国药准字H36021102,月售66份,评分4,5.6,6.1
272,水仙 风油精 3ml/瓶,3mL,国药准字Z35020100,月售43份,评分4.2,3.2,
273,恒健 曲安奈德新霉素贴膏  4cm*6cm*4片/包,4cm*6cm*4片,国药准字H44024941,月售20份,评分4.5,2,
274,龙虎牌 清凉油 3g/盒,3G,国药准字Z31020047,月售19份,,3.8,
275,无极膏 复方倍氯米松樟脑乳膏 10g,10g,国药准字H42021866,月售12份,评分4.1,9.2,
276,水仙 风油精 10ml,10mL,国药准字Z35020100,月售9份,评分4,7.5,
277,仁和 阿昔洛韦乳膏 15g/盒,15g,国药准字H20063386,月售6份,评分4,8,
278,成田 阿昔洛韦乳膏 10g,3%10g,国药准字H19999049,月售5份,评分4,2.9,
279,新和成 克霉唑乳膏 0.3g:10g,0.3g：10g,国药准字H34022473,月售5份,评分4,2.9,
280,恒健 鱼石脂软膏 20g,20g；10%,国药准字H44023933,月售5份,评分3.8,16.6,
281,太布 克林霉素甲硝唑搽剂 20毫升,20毫升,国药准字H20055436,月售5份,评分4,16.3,
282,立效 消痤丸  200丸/盒,200丸,国药准字Z20054249,月售4份,,18,
283,邦廸 邦迪 苯扎氯铵贴 创可贴 3.8cm*2.5cm*4片,3.8cm*2.5cm*4片,国药准字H10920011,月售4份,评分5,10.5,
284,【处方药】达芙文 阿达帕林凝胶 0.1%*30g,0.1%*30g,H20160022(H20090656),月售4份,评分4,58,
285,宝树堂 复方樟脑乳膏 15g,15g,国药准字H11022269,月售4份,,32.6,
286,辰欣 红霉素软膏 10g,10g,国药准字H37022024,月售4份,,4,
287,邦迪 邦廸 苯扎氯铵贴 创可贴 25mm*18mm*8片,25mm*18mm*8片,国药准字H10920011,月售3份,评分4.3,4.5,
288,同仁堂 当归苦参丸 6g*6袋,6g*6袋,国药准字Z11020318,月售3份,评分4,17.7,
289,环渤淼 过氧化氢溶液2.5%～3.5% 100ml/瓶,2.5%～3.5%,国药准字H13022648,月售3份,,16.8,
290,艾洛松 糠酸莫米松乳膏 5g:5mg,5g,国药准字H19991418,月售3份,,17.6,
291,【处方药】达芙雅  哈西奈德溶液  10ml*1瓶/盒,10ml（0.1%）,国药准字H34020418,月售3份,,7,
292,仁和 盐酸特比萘芬乳膏 10g,10g(1%),国药准字H20103528,月售3份,,15.5,
293,【处方药】美宝 湿润烧伤膏 20g,20g,国药准字Z20000004,月售2份,,45,
294,蔓迪 米诺地尔酊 5%（90ml：4.5g）/盒,90ml：4.5g,国药准字H20010714,月售2份,,189,
295,[百多邦]莫匹罗星软膏+[袋鼠医生]医用棉签(无菌)5g(百多邦)+100支(棉签),,,月售2份,评分4.3,19,
296,邦迪 邦廸 苯扎氯铵贴(防水型) 4片 创可贴,4片,国药准字H10920011,月售2份,,6,
297,仁和 复方醋酸地塞米松乳膏 20g,20g,国药准字H20059503,月售2份,评分4.3,14.2,
298,顺峰康王 酮康他索乳膏 10g/盒,10g,国药准字H10980204,月售2份,评分4,7.5,
299,仁和 足光散 20g*3袋,20克*3袋,国药准字Z20025432,月售2份,,16.8,
300,信龙 尿素维E乳膏 20g:3g,20g,国药准字H20067488,月售2份,,9.8,
301,[金钟]碘酊20ml(2%),,,月售1份,,2.1,
302,信龙 汞溴红溶液 2%:20ml/瓶,2%:20ml/瓶,国药准字H31021304,月售1份,,5.9,
303,仁和 风油精 9.3ml,9.3ML,国药准字Z35020456,月售1份,评分4,10.1,
304,爱宁达 吡美莫司乳膏 1%：15g,1%：15g,国药准字H20130274,月售1份,,145,
305,太平洋 风油精 3ml,3mL,国药准字Z35020456,月售1份,,2.8,
306,抗过敏类([艾洛松]糠酸莫米松乳膏+[仁和]氯雷他定片+维生素C咀嚼片),,,月售1份,评分4,59,
307,欣芙灵 联苯苄唑溶液 50ml*1瓶/盒,50ml*1瓶/盒,国药准字H10950136,月售1份,,54.8,
308,升和 肤痒颗粒 9g*10袋,9g*10袋,国药准字Z51021175,月售1份,评分4.3,17.3,
309,苏迪 依巴斯汀片 10mg*7片,10mg*7片,国药准字H20040119,月售1份,,18,
310,忧必青  咪喹莫特乳膏  2g/盒,2g/盒,国药准字H20040283,月售1份,,98,
311,仙利特 盐酸西替利嗪片 10mg*7片,10mg*7片,国药准字H20000245,月售1份,,14.3,
312,【处方药】美宝 湿润烧伤膏 40g,40g,国药准字Z20000004,月售1份,评分4,78,
313,仁和   硼酸软膏    15g支,15g/支,国药准字H36020931,月售1份,,8.2,
314,仁和 硝酸益康唑喷雾剂 45g,45g,国药准字H44025251,月售1份,,23.6,
315,环渤淼 甲紫溶液 20ml,20mL,国药准字H13024324,月售1份,,1,
316,西施兰夏露 乌洛托品溶液 20ml,20mL,国药准字H41024617,月售1份,,17.3,
317,金钟 甲紫溶液 20ml,20mL,国药准字H13020953,月售1份,,1,
318,龙虎 清凉油(白色) 10g,10g,国药准字Z20026718,月售1份,,8.5,
319,夫坦 喷昔洛韦乳膏 1%*10g,10g,国药准字H20000189,月售1份,,19.4,
320,水疱型脚气组合(盐酸特比萘芬喷雾剂+酮康唑乳膏)乳膏15g(2%)+喷雾剂30ml（1%）,,,月售1份,,55,
321,美克 联苯苄唑乳膏 10g,10g,国药准字H20003009,月售1份,,17.6,
322,龙虎 风油精 6ml/盒,6ml/盒,国药准字Z32020200,月售1份,,6.4,
323,仁和 复方酮康唑软膏 10g/盒,10g,国药准字H20083591,月售1份,,9.8,
324,五环牌 风油精 3ml,3mL,国药准字Z44023749,月售1份,评分4,3.2,
325,[山虎]清凉油7g,,,,,7.2,
326,[康泰克净呼吸]海水鼻腔喷雾器+[开瑞坦]氯雷他定片50ml+10mgx6片x2板,,,,,106,
327,皮炎湿疹必备组包0.5gx12片x2板(湿毒清)+10mgx12片(氯雷他定),,,,评分4,24,
328,四川明欣 咪喹莫特乳膏 0.25g*4袋,0.25g：12.5mg*4袋/盒,国药准字H20030128,,,60,
329,【处方药】芝芝 冰黄肤乐软膏 15g,15g,国药准字Z10980140,,,30.3,
330,鑫烨 老鹳草软膏 30g,30g,国药准字Z20093092,,,22.8,
331,【处方药】同仁堂 皮肤病血毒丸 200粒,200粒,国药准字Z11020834,,,16.7,
332,康王 复方酮康唑发用洗剂 100ml,100mL,国药准字H53021775,,,49.8,
333,【2盒装】[九芝堂]足光散40gx3袋x2盒,,,,,24,
334,仁和 复方酮康唑发用洗剂 80ml,80mL,国药准字H20045413,,,46.8,
335,【处方药】方希 阿维A胶囊 10mg*30粒,10mg*30粒,国药准字H20010126,,,58,
336,水仙牌 复方倍氯米松樟脑乳膏（无极膏） 10g,10g,国药准字H10870010,,,8,
337,顶峰 丙酸氯倍他索乳膏 10g/支,10g,国药准字H10880013,,,6.8,
338,[芙美松]糠酸莫米松乳膏+[仁和]硝酸益康唑喷雾剂10g：10mg+45g,,,,,38,
339,[兰美抒]盐酸特比萘芬乳膏+[仁和]硝酸益康唑喷雾剂10g(1%)+45g(1%),,,,评分5,39.9,
340,双吉 环吡酮胺乳膏 15g:0.15g,15g,国药准字H10920085,,评分4,20.8,
341,[仁和]环吡酮胺乳膏10g(10g:0.1g),,,,,15.5,
342,[仁和]硝酸益康唑喷雾剂+足光散45g(1%)+20gx3袋,,,,,31.5,
343,[兰美抒]盐酸特比萘芬乳膏+[九芝堂]足光散15g(1%)+40gx3袋,,,,,43.8,
344,森科源 儿肤康搽剂 200ml,200mL,国药准字B20020018,,,68,
345,百新哈 地氯雷他定糖浆 100ml：50mg*30ml/瓶/盒,100ml：50mg,国药准字H20070001,,,48,
346,脚气防治组包([仁和]盐酸特比萘芬乳膏+[健途]甜橙味多种维生素泡腾片+[达克宁]硝酸咪康唑散),,,,,48,
347,夏季人人包([龙虎]金露花露水+龙虎人丹+清凉油+风油精),,,,,59,
348,五环牌 风油精 9ml,9mL,国药准字Z44023749,,评分4,8.2,
349,科田 华佗膏 10g,10g,国药准字Z42020992,,评分4.5,6.4,
350,鑫烨 盐酸特比萘芬凝胶 25g/支,25g/支,国药准字H20103279,,,33,
351,迪银 复方氨肽素片 120片/瓶,120片/瓶,国药准字H50021778,,,52,
352,天津太平洋 醋酸氟轻松乳膏 10g:2.5mg,10g:2.5mg,国药准字H12020838,,,3.8,
353,仁和 肤痒颗粒 9g*9袋,9g*9袋,国药准字Z53020078,,评分4,31.3,
354,兰美抒 酸特比萘芬乳膏 1%*15g,15g：1%,进口药品注册证号H20170082/H20150191,,,43.5,
355,仁和 硝酸咪康唑乳膏 20g（2%）,20g,国药准字H20043490,,,12.8,
356,亮甲 复方聚维酮碘搽剂 3毫升*2瓶,3毫升*2瓶,国药准字H20065931,,评分4,93.5,
357,息斯敏 氯雷他定口腔崩解片 过敏防过敏 10mg*10片,10mg*10s,国药准字H20080190,,评分4,57.5,
358,明欣利迪 咪喹莫特乳膏 3g,3G,国药准字H20030129,,,118,
359,扶严宁 醋酸曲安奈德益康唑乳膏 15g,15g,国药准字H20020126,,,18,
360,同济堂 润燥止痒胶囊 36粒,36粒,国药准字Z20025030,,,35.2,
361,达霏欣 米诺地尔搽剂 4.5克*90毫升/盒,4.5克*90毫升/盒,详见说明书,,,288,
362,叶开泰 丁香风油精 6ml*1瓶/盒,6ml,国药准字Z42020901,,,20.5,
363,【处方药】三花大唐 复方醋酸氟轻松酊 50ml,50mL,国药准字H15021088,,,45,
364,白云山 复方土槿皮酊15ml,15mL,国药准字Z44020858,,,4.6,
365,达芬蓉 克林霉素磷酸酯外用溶液1% (30ml：0.3g) 30ml/瓶,1% (30ml：0.3g),国药准字H20010270,,,28,
366,顺峰 曲咪新乳膏 10g,10g,国药准字H44024450,,评分5,7.9,
367,同人泰 创灼膏 20g,20g,国药准字Z51021570,,,27,
368,以岭 大败毒胶囊 0.5g*20粒/盒,0.5g*20粒,国药准字Z20043120,,,16,
369,达霏欣 米诺地尔搽剂  1.2克*90毫升,1.8克*90毫升,国药准字H20020190,,,288,
370,维阿露 复方卡力孜然酊 50ml/瓶,50mL,国药准字Z65020003,,,62,
371,冯了性 白灵片 96片/瓶,96片,国药准字Z44022380,,,95,
372,康瑞保 复方肝素钠尿囊素凝胶 10g/支,10g/支,进口药品注册证号：H20150555,,,50,
373,萌尔夫 他卡西醇软膏 2μg：10g,2μg：10g,国药准字H20090570,,,49,
374,金纽尔 复方丙酸氯倍他索软膏 30g*1支/盒,30g*1支/盒,国药准字H20040122,,,62,
375,华邦 卡泊三醇软膏 15g:0.75mg/盒,15g*1支/盒,国药准字H20113541,,,65,
376,辅舒良 丙酸氟替卡松鼻喷雾剂 120喷,50μg*120喷,进口药品注册证号H20140117,月售24份,评分4,74.9,99
377,新康泰克 盐酸赛洛唑啉鼻用喷雾剂 10ml：10mg,10ml：10mg(总喷次63次),H20140652,月售1份,评分4,68,78.8
378,[康泰克净呼吸]海水鼻腔喷雾器+[辅舒良]丙酸氟替卡松鼻喷雾剂50ml+120喷(0.05%),,,,,145,
379,瑞珠 聚乙烯醇滴眼液 0.8ml*10支,0.8ml*10支,国药准字H20046681,月售12份,评分4,19.3,39
380,博士伦 润洁 萘敏维滴眼液 15ml,15mL,国药准字H20023594,月售1份,评分4,21.9,29.8
381,[博士伦]隐形眼镜润滑液(新概念)8ml,,,月售6份,评分3.3,34.4,
382,江中 口腔炎喷雾剂 10ml*1瓶/盒,10ml*1瓶/盒,国药准字Z20044198,月售2份,,29.8,
383,博士伦 润洁 硫酸锌尿囊素滴眼液 8ml,8mL,国药准字H37023588,,,18.8,29.8
384,睿和堂 滴耳油 15ml,15mL,国药准字Z44023474,,,29.8,
385,贵州百灵 复方一枝黄花喷雾剂 15ml*1瓶,15ml*1瓶,国药准字Z20025898,月售2份,,35.5,
386,华素愈创 漱口水（海洋薄荷香型） 260ml,,,月售1份,评分4,50.4,
387,[保丽净]假牙清洁片30片(专为全/半口假牙设计),,,,,36.8,
388,【处方药】珍视清  复方尿维氨滴眼液 15ml,15mL,国药准字H20083276,,,38,
389,黑宝 熊胆黄芩滴眼液 10ml/瓶/盒,10ml/瓶/盒,国药准字B20021078,月售1份,评分5,39.8,
390,仁和 通窍鼻炎胶囊 0.4gx60粒,0.4gX60粒,国药准字Z19980098,月售3份,评分4,41.8,
391,[博士伦]隐形眼镜多功能护理液(润明清透)120ml,,,月售10份,评分4,37.6,
392,宏宇 金喉健喷雾剂 20ml,20mL,国药准字Z20025361,月售8份,评分4.4,38.6,
393,白云山 口炎清颗粒 10g*12袋,10g*12袋,国药准字Z44021730,月售6份,评分4,30.5,
394,[G·U·M]牙周护理Y型牙线棒30支,,,,,49.5,
395,白云山 口洁喷雾剂 20ml,20mL,国药准字Z20027494,,评分4,31.3,
396,可乐必妥  左氧氟沙星滴眼液  5ml(0.5%)/盒,5ml(0.5%)/盒,国药准字J20150106,月售17份,评分4,32,
397,双吉 盐酸金霉素眼膏 0.5%(2.5g),0.5%(2.5g),国药准字H11021342,月售6份,评分4,5.1,7.9
398,[海俪恩]隐形眼镜多功能护理液120ml(水润型),,,月售12份,评分4.5,16,
399,求康 氯霉素滴眼液 8ml:20mg/盒,8mL,国药准字H20067760,,,5.8,
400,乐敦清 复方氯化钠滴眼液(Ⅱ) 13ml,13mL,国药准字H20031271,月售2份,评分4.2,30.5,
401,乐敦康 复方磺胺甲噁唑钠滴眼液 15ml,15mL,国药准字H10980245,月售2份,评分4,30.5,
402,爱丽 玻璃酸钠滴眼液 5ml:5mg,5ml:5mg,国药准字H20090022,月售6份,评分4,36,
403,小乐敦 复方牛磺酸滴眼液 13ml,13mL,国药准字H10980244,月售4份,评分4.4,22,29.4
404,华素片 西地碘含片 1.5mg*45片,1.5mg*45片,国药准字H10910012,月售1份,,25,
405,[ULOOK]高拉力细滑牙线棒50支(经典宽阔弓形),,,月售14份,评分4.7,6.9,
406,典必殊 妥布霉素地塞米松滴眼液 5ml:15mg:5mg,5ml:15mg:5mg,国药准字H20150119,月售2份,评分5,32,
407,博士伦 润洁 萘非滴眼液 10ml,10mL,国药准字H20044936,月售4份,评分4.7,21.9,29.8
408,泰康 丁细牙痛胶囊 24粒,24粒,国药准字Z20040050,月售1份,评分4.7,42,
409,红乐敦 盐酸萘甲唑啉滴眼液 13ml,13mL,国药准字H20113464,月售3份,评分4,30.5,
410,珍视亮 萘敏维滴眼液 10ml,10mL,国药准字H20073912,,,18.4,
411,[三金]西瓜霜润喉片1.2gx12片,,,月售1份,,19.8,
412,[云南白药]牙膏(留兰香型)180g,,,月售2份,,32.8,
413,鲁南 鼻渊通窍颗粒 15gx15袋,15gX15袋,国药准字Z20030071,月售1份,,98,
414,瑞珠 氧氟沙星滴眼液 0.8ml*10支/盒,0.8ml*10支/盒,国药准字H20053719,,,29,
415,恩威 金栀洁龈含漱液 200ml,200mL,国药准字B20021009,月售1份,评分5,34.1,
416,[舒适达]劲速护理牙膏(薄荷香型)120g,,,月售1份,,38.5,
417,石药 甲硝唑芬布芬胶囊 18粒,18粒,国药准字H13024465,月售1份,,12.8,
418,典必殊 妥布霉素地塞米松眼膏 3.5g,3.5g,进口药品注册证号H20181126,,,36,
419,天天明 诺通盐酸赛洛唑啉鼻用喷雾剂 10ml*5mg,10ml*5mg,国药准字H19991392,月售1份,,60.9,
420,【处方药】康裕 辛芩颗粒 20g*8袋,20g*8袋,国药准字Z33020633,,,19.5,
421,珍视明 羟丙甲纤维素滴眼液 0.4ml*10支/盒,0.4ml*10支/盒,国药准字H20184017,,,56,
422,倍特 甲硝唑芬布芬胶囊 48粒/盒,48粒,国药准字H51023593,月售3份,,25,
423,万通 口腔溃疡散 3g/盒,3G,国药准字Z22025177,月售2份,,9.9,
424,仁和 齿痛消炎灵颗粒 6袋,10g*6袋/盒,国药准字Z20073291,月售3份,,28,
425,[倍加洁]海陆空组合型牙刷(特一齿)3支(软毛),,,月售4份,,8.9,
426,[倍加洁]按摩牙刷(磁力 促销装)1支(中毛)+1支(软毛),,,月售1份,,3.8,
427,[思瑞明]透明质酸眼部护理液260ml,,,,评分4,71.4,
428,仙琚 糠酸莫米松鼻喷雾剂 50μgx60揿/盒,50μgx60揿,国药准字H20113481,月售1份,,46,
429,白内停 冰珍去翳滴眼液 10ml/瓶,10ml/瓶,国药准字B20020916,,,41.8,
430,方健 冰硼散 3g/瓶,3g/瓶,国药准字Z37020523,月售3份,,7.8,
431,仁和 盐酸羟甲唑啉喷雾剂 0.05%15ml*1瓶,0.05% 15ml,国药准字H20057401,,评分4,26,
432,吉药 通窍鼻炎片 0.3g*36片/盒,0.3g*18s*2板,国药准字Z20064123,月售6份,评分4,16.6,
433,[ULOOK]云南田七+菊花牙膏100g,,,月售7份,评分4.2,9.9,
434,立蒂诺 复方苯佐卡因凝胶 5g,5g,国药准字H20064406?,,评分4,43.8,
435,施图伦 七叶洋地黄双苷滴眼液 0.4ml*10支,0.4ml*10支,国药准字H20130295,,,39.8,
436,仁和 人工牛黄甲硝唑胶囊 12粒/板×2板/盒,24粒/盒,国药准字H36022263,月售33份,评分4,19.01,22
437,迪康 牙痛药水 5ml,5mL,国药准字Z51021337,月售3份,评分4.4,21.8,
438,争欣 左氧氟沙星滴眼液 10ml(5ml:24.4mg),10ml(5ml:24.4mg),国药准字H20113118,,,39.8,
439,莎普爱思 苄达赖氨酸滴眼液 5ml,5毫升：25毫克,国药准字H19980187,月售1份,,47.9,
440,[G·U·M]牙膏(香草薄荷味)120g,,,,,40,
441,仁和 氧氟沙星滴眼液 5ml：15mg*10ml/支,5ml:15mg*10ml/支,国药准字H20067760,月售7份,评分5,18,
442,仁和 辛芳鼻炎胶囊 0.25g*12粒*4板,12片,医药产品注册证号HC20090019,月售1份,,16.8,
443,[奇力康]口泰含漱液(抑菌剂)180ml,,,,,24.2,
444,珍视洁 氧氟沙星滴眼液 5ml:15mg/支,5ml:15mg/支,国药准字H10950298,,,6.8,
445,闪亮 萘敏维滴眼液 10ml,10mL,国药准字H20064223,月售2份,评分4,28,
446,[海昌]隐形眼镜多功能护理液(水蜜语)360ml+120ml(Aqua Plus 赠镜片护理盒),,,月售1份,,60,
447,[闪亮]隐形眼镜多功能护理液120ml,,,月售4份,,19.9,
448,仁和 甲硝唑口颊片 3mg*10片/盒,3mg*10片/盒,国药准字H10980058,月售2份,,24,
449,[好易康]专业护理牙膏(劲爽薄荷)120g,,,,,49,
450,奇康 西帕依固龈液 150ml,150mL,国药准字Z65020012,月售2份,,55.1,
451,龙掌 龙掌口含液 100ml/瓶,100mL,国药准字Z20025005,,评分4,41.8,
452,舒点 熊胆粉滴眼液  5ml/盒,5mL,国药准字Z19980221,,,28,
453,仁和 芩芷鼻炎糖浆 180ml/盒,180mL,国药准字Z36021808,,,40.5,
454,闪亮 复方门冬维甘滴眼液 10ml,10mL,国药准字H20083254,月售1份,评分4,28,
455,立效 辛芳鼻炎胶囊 0.25g*3板*10粒,0.25g*30粒,国药准字Z14020382,,,16.6,
456,海露 玻璃酸钠滴眼液 0.1%*10ml,0.1%*10ml,国药准字H20150150,,,68,
457,[清快]口腔喷剂(清香薄荷)25ml,,,月售6份,评分4,20.8,
458,闪亮 氯化钠滴眼液 10ml,10mL,国药准字H20103764,,评分4.3,18.9,
459,五景 氧氟沙星滴耳液 5ml:15mg,5ml:15mg,国药准字H20083329,月售3份,,9,
460,仁和 冰硼含片 0.6g*12片/盒,0.6g*12片,国药准字Z10970008,,,15,
461,[G·U·M]米菲儿童漱口水(水果味)250ml,,,,,59,
462,[蒲地蓝]可炎宁抑菌含漱液(薄荷香型)260ml,,,,,58.8,
463,新乐敦 复方门冬维甘滴眼液 13ml,13mL,国药准字H20020268,月售34份,评分4.3,22,26.5
464,博士伦 润洁 萘敏维滴眼液 10ml,10mL,国药准字H20023594,月售30份,评分4.3,9.9,19.9
465,三金 西瓜霜润喉片 0.6g*36片,0.6g*36片,国药准字Z45021646,月售21份,评分5,7,11.9
466,辰欣 红霉素眼膏 0.5%2g,0.5%2g,国药准字H37022025,月售21份,评分4,5.6,
467,三金 桂林西瓜霜 3.5g,3.5g*1瓶,国药准字Z45021599,月售20份,评分4.3,11.27,18.9
468,曼秀雷敦 复方薄荷脑鼻用吸入剂 0.675g,0.675g,国药准字H20030077,月售17份,评分4.2,9.7,13.5
469,三金 西瓜霜清咽含片 1.8g*16片,1.8g*8s*2板（薄膜衣）,国药准字B20021030,月售15份,评分4.1,7.4,8.8
470,托百士 妥布霉素滴眼液 0.3%:5ml,5ml*1支/盒,注册证号H20140811,月售11份,评分4,18.5,
471,奥可安 甲硝唑口颊片 3mg*10片*2板,3mg*10片*2板,国药准字H20066651,月售11份,评分4.3,23.3,28
472,[博士伦]隐形眼镜多功能护理液(润明清透)500ml+120ml+镜片伴侣盒,,,月售11份,,87.7,
473,金虹 盐酸萘甲唑啉滴鼻液 0.1%*8ml,0.1%*8ml,国药准字H12020774,月售8份,评分4,6.8,
474,珍视明 四味珍层冰硼滴眼液 15ml,15mL,国药准字Z10880003,月售8份,评分4,23,
475,博士伦 润洁 复方硫酸软骨素滴眼液 10ml,10mL,国药准字H20040653,月售8份,评分4.5,16.9,19.9
476,意可贴 醋酸地塞米松粘贴片 0.3mg*5片,0.3mg*5片,国药准字H19991372,月售7份,评分4.3,20.6,25
477,德众 鼻炎康片 0.37g*72片,0.37g*72片,国药准字Z20023063,月售7份,评分4,27,
478,华素 西地碘含片 1.5mg*30片,1.5mg*15s*2板,国药准字H10910012,月售6份,评分4,17.3,
479,同济堂 复方牙痛酊 10毫升,10毫升,国药准字Z20025807,月售6份,评分4.5,24.8,
480,五景 色甘酸钠滴眼液 8ml:0.16g,8mL,国药准字H42021086,月售6份,,10.3,
481,[佳洁士]草本水晶牙膏(清爽薄荷香型)90g,,,月售5份,评分5,2.7,
482,[博乐纯]隐形眼镜多功能护理液300ml(赠便携登机装60ml+镜片伴侣盒),,,月售4份,评分4.2,83.5,
483,联邦左福康 盐酸左氧氟沙星滴眼液 5ml*1瓶/盒,5ml*1瓶/盒,国药准字H20020327,月售4份,,12,
484,三金 桂林西瓜霜含片 0.62g*12片,0.62g*12片,国药准字Z10980143,月售4份,,13.4,
485,[高露洁]防蛀牙膏(美白防蛀 清爽薄荷)140g,,,月售3份,评分4.5,5.8,
486,[高露洁]防蛀牙膏(优+钙 超强 清爽薄荷)140g,,,月售3份,评分5,5.3,
487,辅仁 齿痛消炎灵颗粒(无糖) 10克*6袋,10克*6袋,国药准字Z10983121,月售3份,评分4.6,20.2,
488,[海昌]多效护理液(水清新 清凉舒爽)60ml(清凉润眼型),,,月售3份,,19,
